round,value,question_scrabble_score
Jeopardy!,100,1.9047619047619047
Jeopardy!,100,1.472972972972973
Jeopardy!,100,1.6486486486486487
Jeopardy!,100,2.3692307692307693
Jeopardy!,100,1.8412698412698412
Jeopardy!,100,1.7777777777777777
Jeopardy!,1500,1.968
Jeopardy!,300,1.5774647887323943
Jeopardy!,300,1.5303030303030303
Jeopardy!,300,1.828125
Jeopardy!,300,1.5789473684210527
Jeopardy!,300,1.6551724137931034
Jeopardy!,300,1.7746478873239437
Jeopardy!,500,1.7681159420289856
Jeopardy!,500,1.4736842105263157
Jeopardy!,500,1.6555555555555554
Jeopardy!,500,1.5454545454545454
Jeopardy!,500,1.8205128205128205
Jeopardy!,500,1.7391304347826086
Double Jeopardy!,1800,2.0660377358490565
Double Jeopardy!,3000,1.4487179487179487
Jeopardy!,100,2.125
Jeopardy!,100,1.9
Jeopardy!,100,1.709090909090909
Jeopardy!,100,1.5151515151515151
Jeopardy!,100,1.4230769230769231
Jeopardy!,100,1.8055555555555556
Jeopardy!,300,1.6666666666666667
Jeopardy!,300,1.6623376623376624
Jeopardy!,300,1.6266666666666667
Jeopardy!,300,1.6571428571428573
Jeopardy!,300,1.8035714285714286
Jeopardy!,300,1.6296296296296295
Jeopardy!,1500,1.5740740740740742
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.6231884057971016
Jeopardy!,500,1.7066666666666668
Jeopardy!,500,1.5068493150684932
Jeopardy!,500,1.575
Jeopardy!,500,1.7605633802816902
Double Jeopardy!,1500,1.7027027027027026
Jeopardy!,1800,1.576470588235294
Double Jeopardy!,1500,1.7142857142857142
Double Jeopardy!,6800,1.6
Jeopardy!,100,1.6547619047619047
Jeopardy!,100,1.4651162790697674
Jeopardy!,100,2.0434782608695654
Jeopardy!,100,1.7241379310344827
Jeopardy!,100,1.7125
Jeopardy!,100,1.7126436781609196
Jeopardy!,300,1.7121212121212122
Jeopardy!,300,1.66
Jeopardy!,300,1.640625
Jeopardy!,300,1.4915254237288136
Jeopardy!,300,1.5675675675675675
Jeopardy!,300,1.4666666666666666
Jeopardy!,1500,1.606060606060606
Jeopardy!,500,1.7916666666666667
Jeopardy!,500,1.9655172413793103
Jeopardy!,500,1.8363636363636364
Jeopardy!,500,1.84375
Jeopardy!,500,1.7142857142857142
Double Jeopardy!,1800,1.8428571428571427
Jeopardy!,100,1.6470588235294117
Jeopardy!,100,1.4
Jeopardy!,100,1.8518518518518519
Jeopardy!,100,1.872340425531915
Jeopardy!,100,1.7868852459016393
Jeopardy!,100,1.639344262295082
Jeopardy!,500,2.0925925925925926
Jeopardy!,300,1.5
Jeopardy!,300,1.9142857142857144
Jeopardy!,300,1.7820512820512822
Jeopardy!,300,1.537313432835821
Jeopardy!,300,1.7872340425531914
Jeopardy!,500,1.4
Jeopardy!,500,1.4927536231884058
Jeopardy!,500,1.8181818181818181
Jeopardy!,500,1.6375
Jeopardy!,500,1.7818181818181817
Jeopardy!,500,1.631578947368421
Double Jeopardy!,500,1.6857142857142857
Jeopardy!,100,1.65
Jeopardy!,100,1.6551724137931034
Jeopardy!,100,1.5555555555555556
Jeopardy!,100,1.744186046511628
Jeopardy!,100,1.5
Jeopardy!,100,1.6779661016949152
Jeopardy!,300,1.5333333333333334
Jeopardy!,300,1.619047619047619
Jeopardy!,300,1.6091954022988506
Jeopardy!,300,1.8767123287671232
Jeopardy!,300,1.9565217391304348
Jeopardy!,300,1.6363636363636365
Jeopardy!,500,1.8115942028985508
Jeopardy!,500,1.8461538461538463
Jeopardy!,500,1.7681159420289856
Jeopardy!,500,1.5857142857142856
Jeopardy!,500,1.6415094339622642
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.6153846153846154
Double Jeopardy!,4000,1.7901234567901234
Jeopardy!,100,1.7882352941176471
Jeopardy!,100,1.7254901960784315
Jeopardy!,100,1.608695652173913
Jeopardy!,100,1.5555555555555556
Jeopardy!,100,1.618421052631579
Jeopardy!,100,1.7285714285714286
Jeopardy!,300,1.6417910447761195
Jeopardy!,300,1.7346938775510203
Jeopardy!,300,1.7439024390243902
Jeopardy!,300,1.6470588235294117
Jeopardy!,300,2
Jeopardy!,300,1.9538461538461538
Jeopardy!,500,1.7246376811594204
Jeopardy!,500,1.6833333333333333
Jeopardy!,500,1.68
Jeopardy!,500,1.48
Jeopardy!,500,1.5740740740740742
Jeopardy!,500,1.851063829787234
Double Jeopardy!,1900,1.6460176991150441
Double Jeopardy!,3100,1.6595744680851063
Jeopardy!,100,2.0208333333333335
Jeopardy!,100,1.7083333333333333
Jeopardy!,100,1.6582278481012658
Jeopardy!,100,1.5970149253731343
Jeopardy!,100,1.9166666666666667
Jeopardy!,100,1.5961538461538463
Jeopardy!,300,1.7272727272727273
Jeopardy!,300,1.5555555555555556
Jeopardy!,300,1.7846153846153847
Jeopardy!,300,1.5116279069767442
Jeopardy!,300,1.7413793103448276
Jeopardy!,300,1.7241379310344827
Jeopardy!,500,1.7066666666666668
Jeopardy!,500,1.9148936170212767
Jeopardy!,500,1.9452054794520548
Jeopardy!,500,1.3125
Jeopardy!,500,1.6323529411764706
Jeopardy!,500,1.6714285714285715
Double Jeopardy!,700,1.6
Double Jeopardy!,3000,1.486842105263158
Double Jeopardy!,3000,1.5932203389830508
Jeopardy!,100,1.878787878787879
Jeopardy!,100,2.0526315789473686
Jeopardy!,100,1.6129032258064515
Jeopardy!,100,1.5897435897435896
Jeopardy!,100,1.9
Jeopardy!,100,1.4193548387096775
Jeopardy!,300,1.6444444444444444
Jeopardy!,300,1.6
Jeopardy!,300,1.7735849056603774
Jeopardy!,300,1.6352941176470588
Jeopardy!,300,1.5866666666666667
Jeopardy!,300,1.7375
Jeopardy!,500,1.7230769230769232
Jeopardy!,500,1.6404494382022472
Jeopardy!,500,1.7234042553191489
Jeopardy!,500,1.641025641025641
Jeopardy!,500,1.8064516129032258
Jeopardy!,500,1.6125
Jeopardy!,500,1.8113207547169812
Jeopardy!,100,1.9090909090909092
Jeopardy!,100,2
Jeopardy!,100,1.7837837837837838
Jeopardy!,100,1.2727272727272727
Jeopardy!,100,1.355263157894737
Jeopardy!,100,1.4230769230769231
Jeopardy!,300,1.5294117647058822
Jeopardy!,300,1.8653846153846154
Jeopardy!,300,1.78
Jeopardy!,300,1.2142857142857142
Jeopardy!,300,1.591549295774648
Jeopardy!,300,1.930232558139535
Jeopardy!,1400,1.6585365853658536
Jeopardy!,500,1.76
Jeopardy!,500,1.7183098591549295
Jeopardy!,500,1.85
Jeopardy!,500,1.7230769230769232
Jeopardy!,500,1.7358490566037736
Double Jeopardy!,3000,1.7297297297297298
Double Jeopardy!,3000,1.5432098765432098
Jeopardy!,1800,1.4754098360655739
Double Jeopardy!,5000,2.0253164556962027
Double Jeopardy!,2800,1.5945945945945945
Double Jeopardy!,8000,1.5316455696202531
Double Jeopardy!,6000,1.728395061728395
Jeopardy!,100,1.8
Jeopardy!,100,1.4385964912280702
Jeopardy!,100,1.6388888888888888
Jeopardy!,100,1.6666666666666667
Jeopardy!,100,1.8888888888888888
Jeopardy!,100,1.6521739130434783
Jeopardy!,300,2
Jeopardy!,300,1.7173913043478262
Jeopardy!,300,1.3793103448275863
Jeopardy!,300,1.868421052631579
Jeopardy!,300,1.7272727272727273
Jeopardy!,500,2.3109756097560976
Jeopardy!,500,1.736842105263158
Jeopardy!,500,1.7121212121212122
Jeopardy!,500,1.7857142857142858
Jeopardy!,500,1.490566037735849
Jeopardy!,500,1.8082191780821917
Jeopardy!,100,1.5166666666666666
Jeopardy!,100,1.719298245614035
Jeopardy!,100,2.0384615384615383
Jeopardy!,100,1.6956521739130435
Jeopardy!,100,1.6
Jeopardy!,100,1.7560975609756098
Jeopardy!,300,1.765625
Jeopardy!,300,1.4426229508196722
Jeopardy!,300,1.6071428571428572
Jeopardy!,300,1.6419753086419753
Jeopardy!,300,1.6730769230769231
Jeopardy!,300,1.673913043478261
Jeopardy!,700,1.5625
Jeopardy!,500,1.4933333333333334
Jeopardy!,500,1.661764705882353
Jeopardy!,500,1.6764705882352942
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.7777777777777777
Jeopardy!,500,1.7254901960784315
Double Jeopardy!,500,1.564102564102564
Double Jeopardy!,1800,1.492063492063492
Double Jeopardy!,2400,1.847457627118644
Jeopardy!,100,1.7733333333333334
Jeopardy!,100,1.5822784810126582
Jeopardy!,100,1.5977011494252873
Jeopardy!,100,1.5806451612903225
Jeopardy!,100,1.5454545454545454
Jeopardy!,100,1.368421052631579
Jeopardy!,300,1.52
Jeopardy!,300,1.6557377049180328
Jeopardy!,300,1.7384615384615385
Jeopardy!,300,1.697674418604651
Jeopardy!,300,1.3888888888888888
Jeopardy!,500,1.6119402985074627
Jeopardy!,500,1.5
Jeopardy!,500,1.5696202531645569
Jeopardy!,500,1.8360655737704918
Jeopardy!,500,1.9047619047619047
Double Jeopardy!,500,1.8644067796610169
Jeopardy!,100,1.6842105263157894
Jeopardy!,100,1.6458333333333333
Jeopardy!,100,1.9298245614035088
Jeopardy!,100,1.5892857142857142
Jeopardy!,100,1.542857142857143
Jeopardy!,100,1.6666666666666667
Jeopardy!,300,1.9814814814814814
Jeopardy!,300,1.8888888888888888
Jeopardy!,300,1.6056338028169015
Jeopardy!,300,2.046153846153846
Jeopardy!,300,1.53125
Jeopardy!,300,1.6724137931034482
Jeopardy!,500,1.7291666666666667
Jeopardy!,500,1.8974358974358974
Jeopardy!,500,1.5681818181818181
Jeopardy!,500,1.6133333333333333
Jeopardy!,500,1.66
Double Jeopardy!,1100,1.6904761904761905
Double Jeopardy!,4000,1.6756756756756757
Double Jeopardy!,12000,1.8363636363636364
Jeopardy!,100,1.6
Jeopardy!,100,1.3902439024390243
Jeopardy!,100,1.5593220338983051
Jeopardy!,100,1.625
Jeopardy!,100,1.8070175438596492
Jeopardy!,100,1.8507462686567164
Jeopardy!,300,1.6875
Jeopardy!,300,1.5609756097560976
Jeopardy!,300,1.921875
Jeopardy!,300,1.7108433734939759
Jeopardy!,300,1.7014925373134329
Jeopardy!,300,1.7790697674418605
Jeopardy!,500,1.5735294117647058
Jeopardy!,500,1.4782608695652173
Jeopardy!,500,1.3191489361702127
Jeopardy!,500,1.6507936507936507
Double Jeopardy!,500,1.6285714285714286
Double Jeopardy!,3800,1.675
Double Jeopardy!,3000,1.5636363636363637
Double Jeopardy!,2500,1.4166666666666667
Double Jeopardy!,6200,1.6764705882352942
Double Jeopardy!,10000,1.6153846153846154
Jeopardy!,100,1.5833333333333333
Jeopardy!,100,1.6097560975609757
Jeopardy!,100,1.7391304347826086
Jeopardy!,100,1.6849315068493151
Jeopardy!,100,1.7205882352941178
Jeopardy!,100,1.8918918918918919
Jeopardy!,300,1.7307692307692308
Jeopardy!,300,1.6075949367088607
Jeopardy!,300,1.625
Jeopardy!,300,1.6981132075471699
Jeopardy!,300,1.8421052631578947
Jeopardy!,300,1.5072463768115942
Jeopardy!,500,1.5061728395061729
Jeopardy!,500,1.728813559322034
Jeopardy!,500,1.6849315068493151
Jeopardy!,500,1.7
Jeopardy!,500,1.7358490566037736
Jeopardy!,500,1.6896551724137931
Jeopardy!,1800,1.7469879518072289
Jeopardy!,4800,1.6710526315789473
Double Jeopardy!,4000,1.7142857142857142
Double Jeopardy!,4000,1.8157894736842106
Double Jeopardy!,4000,1.8064516129032258
Jeopardy!,1500,1.7241379310344827
Double Jeopardy!,7000,1.5921052631578947
Double Jeopardy!,7000,1.488888888888889
Jeopardy!,100,1.5806451612903225
Jeopardy!,100,1.8387096774193548
Jeopardy!,100,2.121212121212121
Jeopardy!,100,1.5070422535211268
Jeopardy!,100,1.68
Jeopardy!,100,1.8333333333333333
Jeopardy!,300,1.564516129032258
Jeopardy!,300,1.5730337078651686
Jeopardy!,300,1.5945945945945945
Jeopardy!,300,1.6329113924050633
Jeopardy!,300,1.6956521739130435
Jeopardy!,300,1.7575757575757576
Jeopardy!,500,1.3380281690140845
Jeopardy!,500,1.6896551724137931
Jeopardy!,500,1.9166666666666667
Jeopardy!,500,1.783132530120482
Jeopardy!,500,1.6153846153846154
Jeopardy!,100,1.5443037974683544
Jeopardy!,100,1.6875
Jeopardy!,100,1.5806451612903225
Jeopardy!,100,1.7777777777777777
Jeopardy!,100,1.8888888888888888
Jeopardy!,100,1.6296296296296295
Jeopardy!,300,1.8059701492537314
Jeopardy!,300,1.9464285714285714
Jeopardy!,300,1.9473684210526316
Jeopardy!,300,1.6111111111111112
Jeopardy!,300,1.605263157894737
Jeopardy!,500,1.9574468085106382
Jeopardy!,500,1.6025641025641026
Jeopardy!,500,1.875
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.7681159420289856
Jeopardy!,100,1.681159420289855
Jeopardy!,100,1.6119402985074627
Jeopardy!,100,1.564102564102564
Jeopardy!,100,1.6271186440677967
Jeopardy!,100,1.7179487179487178
Jeopardy!,100,1.588235294117647
Jeopardy!,300,1.6506024096385543
Jeopardy!,300,1.7027027027027026
Jeopardy!,300,1.6567164179104477
Jeopardy!,300,2.1
Jeopardy!,300,1.7571428571428571
Jeopardy!,300,2.0416666666666665
Jeopardy!,500,1.6774193548387097
Jeopardy!,500,1.6
Jeopardy!,500,1.5384615384615385
Jeopardy!,500,1.6734693877551021
Jeopardy!,500,1.8611111111111112
Jeopardy!,500,1.4
Jeopardy!,100,1.5932203389830508
Jeopardy!,100,1.8289473684210527
Jeopardy!,100,1.5945945945945945
Jeopardy!,100,1.6470588235294117
Jeopardy!,100,1.7924528301886793
Jeopardy!,100,1.4216867469879517
Jeopardy!,300,1.7692307692307692
Jeopardy!,300,1.9253731343283582
Jeopardy!,300,1.8
Jeopardy!,300,1.605263157894737
Jeopardy!,300,1.6551724137931034
Jeopardy!,300,1.8333333333333333
Jeopardy!,500,1.5714285714285714
Jeopardy!,500,1.8375
Jeopardy!,500,2.090909090909091
Jeopardy!,500,1.746031746031746
Jeopardy!,500,1.5
Double Jeopardy!,1100,1.5853658536585367
Double Jeopardy!,4000,1.6551724137931034
Double Jeopardy!,7000,1.7590361445783131
Double Jeopardy!,1400,1.7901234567901234
Double Jeopardy!,3000,1.55
Double Jeopardy!,5000,1.704225352112676
Double Jeopardy!,3000,2.020661157024793
Double Jeopardy!,1492,1.5135135135135136
Double Jeopardy!,700,1.4090909090909092
Double Jeopardy!,3000,1.9921259842519685
Double Jeopardy!,3000,1.6764705882352942
Double Jeopardy!,3000,1.6037735849056605
Jeopardy!,1400,1.5
Double Jeopardy!,3000,1.5714285714285714
Double Jeopardy!,3000,1.489795918367347
Jeopardy!,1500,1.7397260273972603
Double Jeopardy!,4000,1.8928571428571428
Double Jeopardy!,500,1.8095238095238095
Double Jeopardy!,5000,1.8928571428571428
Double Jeopardy!,3200,1.654320987654321
Double Jeopardy!,5000,1.6352941176470588
Jeopardy!,500,2.0085470085470085
Double Jeopardy!,1500,1.7792207792207793
Double Jeopardy!,1500,1.78
Jeopardy!,2500,1.8095238095238095
Double Jeopardy!,500,1.6865671641791045
Jeopardy!,500,1.6493506493506493
Double Jeopardy!,2400,1.6179775280898876
Double Jeopardy!,6000,1.4615384615384615
Double Jeopardy!,5000,1.6153846153846154
Double Jeopardy!,3000,1.425
Double Jeopardy!,300,1.959090909090909
Double Jeopardy!,7400,1.706896551724138
Double Jeopardy!,4000,1.6666666666666667
Jeopardy!,100,2.125
Jeopardy!,100,1.554054054054054
Jeopardy!,100,1.6818181818181819
Jeopardy!,100,1.64
Jeopardy!,100,1.7462686567164178
Jeopardy!,100,1.7666666666666666
Jeopardy!,300,1.9166666666666667
Jeopardy!,300,1.576470588235294
Jeopardy!,300,1.5423728813559323
Jeopardy!,300,1.6833333333333333
Jeopardy!,300,1.6
Jeopardy!,300,1.5161290322580645
Jeopardy!,500,1.6041666666666667
Jeopardy!,500,1.8472222222222223
Jeopardy!,500,1.7058823529411764
Jeopardy!,500,1.7076923076923076
Jeopardy!,500,1.6923076923076923
Double Jeopardy!,1500,1.6794871794871795
Double Jeopardy!,2500,1.5866666666666667
Jeopardy!,1300,1.819672131147541
Double Jeopardy!,7200,1.4324324324324325
Double Jeopardy!,3000,1.7076923076923076
Double Jeopardy!,3000,1.5769230769230769
Jeopardy!,100,1.605263157894737
Jeopardy!,100,1.75
Jeopardy!,100,1.7878787878787878
Jeopardy!,100,1.7894736842105263
Jeopardy!,100,1.8333333333333333
Jeopardy!,100,1.6428571428571428
Jeopardy!,300,1.554054054054054
Jeopardy!,300,1.5434782608695652
Jeopardy!,300,1.6891891891891893
Jeopardy!,300,1.7627118644067796
Jeopardy!,300,1.8
Jeopardy!,300,1.7361111111111112
Jeopardy!,500,1.641025641025641
Jeopardy!,500,1.463768115942029
Jeopardy!,500,1.5517241379310345
Jeopardy!,500,1.5714285714285714
Jeopardy!,500,1.5416666666666667
Jeopardy!,100,1.5454545454545454
Jeopardy!,100,1.934782608695652
Jeopardy!,100,1.8775510204081634
Jeopardy!,100,2
Jeopardy!,100,1.671875
Jeopardy!,100,1.8493150684931507
Jeopardy!,300,1.5376344086021505
Jeopardy!,300,1.661764705882353
Jeopardy!,300,1.796875
Jeopardy!,300,1.4242424242424243
Jeopardy!,300,1.4081632653061225
Jeopardy!,300,1.6
Jeopardy!,1500,1.6363636363636365
Jeopardy!,500,1.5733333333333333
Jeopardy!,500,1.676923076923077
Jeopardy!,500,1.9615384615384615
Jeopardy!,500,1.588235294117647
Jeopardy!,500,1.511111111111111
Jeopardy!,500,1.7341772151898733
Jeopardy!,100,1.3513513513513513
Jeopardy!,100,1.6
Jeopardy!,100,1.5277777777777777
Jeopardy!,100,1.7391304347826086
Jeopardy!,100,1.6901408450704225
Jeopardy!,100,1.7627118644067796
Jeopardy!,300,1.75
Jeopardy!,300,1.646153846153846
Jeopardy!,300,1.6875
Jeopardy!,300,1.691358024691358
Jeopardy!,300,1.6
Jeopardy!,300,1.507462686567164
Jeopardy!,500,1.5833333333333333
Jeopardy!,500,1.710144927536232
Jeopardy!,500,1.8888888888888888
Jeopardy!,500,1.5
Jeopardy!,500,1.7560975609756098
Double Jeopardy!,3000,1.5510204081632653
Double Jeopardy!,5000,1.9495412844036697
Jeopardy!,1800,1.5569620253164558
Double Jeopardy!,3000,1.8289473684210527
Jeopardy!,100,1.603448275862069
Jeopardy!,100,1.6666666666666667
Jeopardy!,100,1.7435897435897436
Jeopardy!,100,1.796875
Jeopardy!,100,1.7066666666666668
Jeopardy!,100,1.6666666666666667
Jeopardy!,300,1.6764705882352942
Jeopardy!,300,2
Jeopardy!,500,1.4938271604938271
Jeopardy!,300,1.6533333333333333
Jeopardy!,300,1.5510204081632653
Jeopardy!,300,1.7272727272727273
Jeopardy!,500,1.5606060606060606
Jeopardy!,500,5.333333333333333
Jeopardy!,500,1.64
Jeopardy!,500,1.6164383561643836
Jeopardy!,500,1.7924528301886793
Jeopardy!,500,1.6470588235294117
Double Jeopardy!,4000,1.5432098765432098
Double Jeopardy!,2200,1.6623376623376624
Jeopardy!,100,1.4931506849315068
Jeopardy!,100,1.6712328767123288
Jeopardy!,100,1.65625
Jeopardy!,100,1.7228915662650603
Jeopardy!,100,1.8181818181818181
Jeopardy!,100,1.56
Jeopardy!,300,1.6
Jeopardy!,300,1.6557377049180328
Jeopardy!,300,1.9038461538461537
Jeopardy!,300,1.7045454545454546
Jeopardy!,300,2
Jeopardy!,500,1.8
Jeopardy!,500,1.8271604938271604
Jeopardy!,500,1.7391304347826086
Jeopardy!,500,1.8630136986301369
Jeopardy!,500,1.7313432835820894
Jeopardy!,500,1.8461538461538463
Jeopardy!,100,1.8356164383561644
Jeopardy!,100,1.4285714285714286
Jeopardy!,100,1.7818181818181817
Jeopardy!,100,1.7659574468085106
Jeopardy!,100,1.6296296296296295
Jeopardy!,100,1.7551020408163265
Jeopardy!,300,1.8101265822784811
Jeopardy!,300,2.2
Jeopardy!,300,1.6938775510204083
Jeopardy!,300,1.6891891891891893
Jeopardy!,300,1.7358490566037736
Jeopardy!,300,1.4761904761904763
Jeopardy!,500,1.5294117647058822
Jeopardy!,500,1.7307692307692308
Jeopardy!,500,1.608695652173913
Jeopardy!,500,1.5057471264367817
Jeopardy!,500,1.68
Jeopardy!,100,1.7407407407407407
Jeopardy!,100,1.7118644067796611
Jeopardy!,100,1.7536231884057971
Jeopardy!,100,1.441860465116279
Jeopardy!,100,1.5740740740740742
Jeopardy!,100,1.6170212765957446
Jeopardy!,300,1.6867469879518073
Jeopardy!,300,1.7037037037037037
Jeopardy!,300,1.5692307692307692
Jeopardy!,300,1.679245283018868
Jeopardy!,300,1.462962962962963
Jeopardy!,300,1.5949367088607596
Jeopardy!,500,1.8
Jeopardy!,500,1.5686274509803921
Jeopardy!,500,1.6933333333333334
Jeopardy!,500,1.8125
Jeopardy!,500,1.488888888888889
Jeopardy!,500,1.4651162790697674
Double Jeopardy!,2400,1.6666666666666667
Jeopardy!,100,1.8444444444444446
Jeopardy!,100,1.72
Jeopardy!,100,1.6515151515151516
Jeopardy!,100,1.5263157894736843
Jeopardy!,100,1.8275862068965518
Jeopardy!,300,1.6666666666666667
Jeopardy!,500,1.7466666666666666
Jeopardy!,300,1.8611111111111112
Jeopardy!,300,1.5714285714285714
Jeopardy!,300,1.7142857142857142
Jeopardy!,500,1.8873239436619718
Jeopardy!,500,1.0588235294117647
Jeopardy!,500,1.6875
Jeopardy!,500,1.4901960784313726
Double Jeopardy!,1400,1.6790123456790123
Jeopardy!,100,1.7439024390243902
Jeopardy!,100,1.6027397260273972
Jeopardy!,100,1.4864864864864864
Jeopardy!,100,1.8823529411764706
Jeopardy!,100,1.5666666666666667
Jeopardy!,100,1.8076923076923077
Jeopardy!,300,1.7808219178082192
Jeopardy!,300,1.4736842105263157
Jeopardy!,300,1.575
Jeopardy!,300,2.1153846153846154
Jeopardy!,300,1.7543859649122806
Jeopardy!,300,1.6923076923076923
Jeopardy!,1500,1.7254901960784315
Jeopardy!,500,1.6923076923076923
Jeopardy!,500,1.8863636363636365
Jeopardy!,500,1.5227272727272727
Jeopardy!,500,1.6607142857142858
Jeopardy!,500,1.5806451612903225
Double Jeopardy!,500,1.7272727272727273
Double Jeopardy!,4000,1.7236842105263157
Double Jeopardy!,3000,1.4657534246575343
Jeopardy!,100,1.6734693877551021
Jeopardy!,100,1.6944444444444444
Jeopardy!,100,1.8656716417910448
Jeopardy!,100,1.5833333333333333
Jeopardy!,100,1.5087719298245614
Jeopardy!,100,1.5070422535211268
Jeopardy!,300,1.55
Jeopardy!,300,1.509433962264151
Jeopardy!,300,1.5
Jeopardy!,300,1.6428571428571428
Jeopardy!,300,1.7466666666666666
Jeopardy!,300,1.7088607594936709
Jeopardy!,500,1.5
Jeopardy!,500,1.6842105263157894
Jeopardy!,500,1.5666666666666667
Jeopardy!,500,2.0344827586206895
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.662162162162162
Double Jeopardy!,3100,1.6049382716049383
Jeopardy!,100,1.7179487179487178
Jeopardy!,100,1.7777777777777777
Jeopardy!,100,1.858974358974359
Jeopardy!,100,1.2857142857142858
Jeopardy!,100,1.6666666666666667
Jeopardy!,100,2.1538461538461537
Jeopardy!,300,1.9726027397260273
Jeopardy!,300,1.6714285714285715
Jeopardy!,300,1.7794117647058822
Jeopardy!,300,1.9285714285714286
Jeopardy!,300,1.8227848101265822
Jeopardy!,300,1.9333333333333333
Jeopardy!,500,1.6
Jeopardy!,500,1.576271186440678
Jeopardy!,500,1.3125
Jeopardy!,500,1.68
Jeopardy!,500,1.7468354430379747
Double Jeopardy!,3000,1.7246376811594204
Double Jeopardy!,3000,1.8658536585365855
Jeopardy!,100,1.904109589041096
Jeopardy!,100,1.4126984126984128
Jeopardy!,100,1.8297872340425532
Jeopardy!,100,1.7846153846153847
Jeopardy!,100,1.7586206896551724
Jeopardy!,100,1.6071428571428572
Jeopardy!,300,1.7352941176470589
Jeopardy!,300,1.643835616438356
Jeopardy!,300,1.7397260273972603
Jeopardy!,300,1.725
Jeopardy!,300,1.4305555555555556
Jeopardy!,300,1.5555555555555556
Jeopardy!,500,1.7361111111111112
Jeopardy!,500,1.8933333333333333
Jeopardy!,500,1.372093023255814
Jeopardy!,1500,1.6984126984126984
Jeopardy!,500,1.65625
Jeopardy!,500,1.6666666666666667
Double Jeopardy!,3000,1.6440677966101696
Double Jeopardy!,2500,1.6724137931034482
Jeopardy!,100,1.644736842105263
Jeopardy!,100,1.6376811594202898
Jeopardy!,100,1.5930232558139534
Jeopardy!,100,1.5897435897435896
Jeopardy!,100,1.6
Jeopardy!,100,2
Jeopardy!,300,1.6153846153846154
Jeopardy!,300,1.875
Jeopardy!,300,1.7125
Jeopardy!,300,1.5319148936170213
Jeopardy!,300,1.6133333333333333
Jeopardy!,300,1.608695652173913
Jeopardy!,500,1.6385542168674698
Jeopardy!,500,1.8070175438596492
Jeopardy!,500,1.6428571428571428
Jeopardy!,500,1.9642857142857142
Jeopardy!,500,1.6304347826086956
Jeopardy!,500,1.7222222222222223
Double Jeopardy!,2600,1.5125
Double Jeopardy!,1500,1.5
Jeopardy!,100,1.6875
Jeopardy!,100,1.8
Jeopardy!,100,1.7916666666666667
Jeopardy!,100,1.7916666666666667
Jeopardy!,100,1.9230769230769231
Jeopardy!,100,1.630952380952381
Jeopardy!,300,1.6741573033707866
